PlotObservationID,Year,Longitude,Latitude,Eunis_lvl1,Eunis_lvl2,EVA_Country
477861,2018,15.61412,48.33926,T,T1,Austria
477862,2018,16.5859,48.70775,T,T1,Austria
477863,2018,15.3975,48.37395,T,T1,Austria
477864,2018,15.41708,48.37027,T,T1,Austria
477865,2018,15.39781,48.34266,~,~,Austria
477866,2018,15.41089,48.29308,T,T1,Austria
477867,2018,16.06148,48.486,T,T1,Austria
477868,2018,15.95903,48.61446,T,T,Austria
477869,2018,16.14321,48.68091,T,T1,Austria
477870,2018,15.89367,48.84472,T,T,Austria
477871,2018,16.34996,48.54629,~,~,Austria
477872,2018,16.35208,48.54511,T,T1,Austria
477873,2018,16.604789,47.53672,T,T1,Austria
477874,2018,16.622381,48.088406,T,T1,Austria
477875,2018,16.684763,48.060899,T,T1,Austria
477876,2018,16.749361,48.07625,T,T1,Austria
477877,2018,16.971636,48.111461,T,T1,Austria
477878,2018,16.495335,48.045384,T,T1,Austria
477879,2018,16.498706,48.044672,T,T1,Austria
477880,2018,16.549129,48.080702,T,T,Austria
477881,2018,16.548126,48.075153,T,T1,Austria
477882,2018,16.995987,47.960164,T,T,Austria
477883,2018,16.997025,47.957781,T,T,Austria
477884,2018,16.996393,47.956582,T,T,Austria
477885,2018,17.002031,47.95724,T,T1,Austria
477886,2018,17.000335,47.959765,T,T,Austria
477887,2018,17.065699,47.907519,T,T1,Austria
477888,2018,16.633697,47.575006,T,T1,Austria
477889,2018,16.755274,47.97005,T,T1,Austria
477890,2018,16.757387,47.968404,T,T,Austria
477891,2018,16.636873,47.905827,T,T1,Austria
477892,2018,16.650822,47.8034,T,T1,Austria
477893,2018,16.64617,47.795102,T,T,Austria
477894,2018,16.448773,47.725108,T,T1,Austria
477895,2018,16.629513,47.573144,T,T1,Austria
477896,2018,16.493419,48.044497,T,T1,Austria
477897,2018,16.40807,48.31503,T,T1,Austria
477898,2018,16.39829,48.16618,T,T,Austria
477899,2018,16.56217,48.61457,T,T1,Austria
477900,2018,16.58239,48.52208,T,T1,Austria
477901,2018,16.6167,48.52668,T,T1,Austria
477902,2018,16.62161,48.52692,T,T1,Austria
477903,2018,16.66754,48.29346,T,T1,Austria
477904,2018,16.75957,48.28952,T,T1,Austria
477905,2018,16.6636,48.2887,T,T1,Austria
477906,2018,16.76834,48.42351,T,T1,Austria
477907,2018,16.64086,48.32547,T,T,Austria
477908,2018,16.65627,48.41994,T,T1,Austria
477909,2018,16.53885,48.38432,T,T1,Austria
477910,2018,15.66814,48.2533,T,T,Austria
477911,2018,15.6586,48.23545,~,~,Austria
477912,2018,16.53369,48.75822,T,T1,Austria
477913,2018,16.67874,48.72309,T,T1,Austria
477914,2018,16.67772,48.7174,T,T,Austria
477915,2018,16.76339,48.5869,T,T1,Austria
477916,2018,16.76723,48.58871,T,T1,Austria
477917,2018,16.15037,48.68029,T,T1,Austria
477918,,14.903051,48.511844,P,P2,Austria
477919,,14.903051,48.511844,P,P2,Austria
477920,,14.903051,48.511844,P,P2,Austria
477921,,14.903051,48.511844,V,V,Austria
477922,,14.903051,48.511844,P,P2,Austria
477923,,14.903051,48.511844,P,P2,Austria
477924,,14.903051,48.511844,P,P2,Austria
477925,,15.233803,48.620122,P,P2,Austria
477926,,14.916744,48.431965,P,P2,Austria
477927,,15.281442,48.535348,V,V,Austria
477928,,15.281442,48.535348,R,R,Austria
477929,,15.216685,48.544341,P,P2,Austria
477930,,15.281442,48.535348,Q,Qb,Austria
477931,,14.903051,48.511844,P,P2,Austria
477932,,14.903051,48.511844,P,P2,Austria
477933,,15.02055,48.476134,R,R5,Austria
477934,,15.216685,48.544341,Q,Qb,Austria
477935,,14.916744,48.431965,R,R5,Austria
477936,,14.916744,48.431965,R,R5,Austria
477937,,14.916744,48.431965,"P,R","P2,R5",Austria
477938,,14.916744,48.431965,R,R5,Austria
477939,,14.929228,48.495644,P,P2,Austria
477940,,15.233803,48.620122,P,P2,Austria
477941,,14.903051,48.511844,P,P2,Austria
477942,,14.695006,48.581109,P,P3,Austria
477943,,14.929228,48.495644,R,R3,Austria
477944,,15.284608,48.536342,P,P2,Austria
477946,,15.233803,48.620122,P,P2,Austria
477947,,15.273019,48.54437,P,P2,Austria
477948,,15.273019,48.54437,R,R,Austria
477949,,15.273019,48.54437,R,R,Austria
477950,,15.284608,48.536342,P,P2,Austria
477951,,15.273019,48.54437,P,P2,Austria
477952,,15.335392,48.551703,P,P2,Austria
477953,,15.279869,48.536396,Q,Qb,Austria
477954,,15.279869,48.536396,Q,Q2,Austria
477955,,15.279869,48.536396,R,R3,Austria
477956,,15.279869,48.536396,P,P2,Austria
477957,,15.136649,48.591872,P,P2,Austria
477958,,14.942687,48.533929,Q,Q4,Austria
477959,,14.993029,48.470891,R,R3,Austria
477960,,15.021958,48.478712,R,R,Austria
477961,,15.126751,48.575505,"P,V","P3,V3",Austria
477962,,15.126751,48.575505,P,P2,Austria
477963,,14.996769,48.482155,R,R3,Austria
477964,,14.993029,48.470891,R,"R3,R5",Austria
477965,,14.976348,48.735052,P,P2,Austria
477966,,14.930864,48.535462,R,R3,Austria
477967,,14.993029,48.470891,P,P2,Austria
477968,,14.916744,48.431965,P,P2,Austria
477969,,14.695006,48.581109,Q,Q2,Austria
477970,,14.695006,48.581109,Q,Q2,Austria
477971,,14.942263,48.461032,Q,Q2,Austria
477972,,14.695006,48.581109,Q,Qa,Austria
477973,,14.695006,48.581109,Q,Q4,Austria
477974,,15.273019,48.54437,Q,Qa,Austria
477975,,15.126751,48.575505,Q,Qa,Austria
477976,,14.870515,48.516389,Q,Qa,Austria
477977,,15.021958,48.478712,~,~,Austria
477978,,14.993029,48.470891,R,R,Austria
477979,,14.993029,48.470891,Q,Q4,Austria
477980,,14.993029,48.470891,P,P2,Austria
477981,,14.978948,48.488307,~,~,Austria
477982,,14.942263,48.461032,Q,Q2,Austria
477983,,14.942263,48.461032,Q,Q2,Austria
477984,,14.993029,48.470891,Q,Q2,Austria
477985,,14.942263,48.461032,Q,Q2,Austria
477986,,14.942263,48.461032,Q,Q2,Austria
477987,,15.126751,48.575505,Q,Q2,Austria
477988,,14.946076,48.487796,Q,Q2,Austria
477989,,14.993029,48.470891,R,R,Austria
477990,,14.870515,48.516389,Q,Q4,Austria
477991,,14.870515,48.516389,Q,Q4,Austria
477992,,14.870515,48.516389,Q,Q4,Austria
477993,,14.870515,48.516389,Q,Q4,Austria
477994,,14.870515,48.516389,Q,Q4,Austria
477995,,14.916744,48.431965,Q,Q2,Austria
477996,,14.695006,48.581109,Q,Qa,Austria
477997,,14.942263,48.461032,Q,Q2,Austria
477998,,14.942263,48.461032,~,~,Austria
477999,,14.695006,48.581109,Q,Q2,Austria
478000,,14.976348,48.735052,R,R,Austria
478001,,14.993029,48.470891,Q,Q4,Austria
478002,,14.993029,48.470891,Q,Q4,Austria
478003,,14.993029,48.470891,Q,Q4,Austria
478004,,14.993029,48.470891,Q,Q4,Austria
478005,,14.993029,48.470891,Q,Q4,Austria
478006,,14.993029,48.470891,Q,Q4,Austria
478007,,14.993029,48.470891,Q,Q4,Austria
478008,,14.993029,48.470891,Q,Q4,Austria
478009,,14.993029,48.470891,Q,Q4,Austria
478010,,14.916744,48.431965,R,R,Austria
478011,,14.870515,48.516389,Q,Q4,Austria
478012,,14.993029,48.470891,Q,Q4,Austria
478013,,15.021958,48.478712,Q,Q4,Austria
478014,,15.126751,48.575505,Q,Q4,Austria
478015,,15.151486,48.536597,Q,Q2,Austria
478016,,15.126751,48.575505,Q,Qa,Austria
478017,,15.126751,48.575505,Q,Q2,Austria
478018,,14.942687,48.533929,Q,Q4,Austria
478023,,14.996613,48.467009,Q,Q2,Austria
478024,,14.996613,48.467009,R,R,Austria
478025,,14.996613,48.467009,Q,Qa,Austria
478026,,14.996613,48.467009,~,~,Austria
478027,,14.996613,48.467009,Q,Qa,Austria
478028,,15.273019,48.54437,R,R3,Austria
478029,,15.136649,48.591872,R,R2,Austria
478030,,15.126751,48.575505,R,R,Austria
478031,,15.126751,48.575505,R,R3,Austria
478032,,15.014962,48.566276,R,R,Austria
478033,,15.216923,48.542191,~,~,Austria
478034,,15.151486,48.536597,R,R,Austria
478035,,15.151486,48.536597,~,~,Austria
478036,,15.126751,48.575505,R,R,Austria
478037,,15.014962,48.566276,R,R,Austria
478038,,15.284608,48.536342,R,R,Austria
478039,,15.284608,48.536342,Q,Q4,Austria
478040,,15.273019,48.54437,R,R,Austria
478041,,15.273019,48.54437,R,R,Austria
478042,,15.273019,48.54437,R,R,Austria
478043,,15.273019,48.54437,R,R3,Austria
478044,,15.273019,48.54437,Q,Q4,Austria
478045,,15.273019,48.54437,Q,Qa,Austria
478046,,15.273019,48.54437,Q,Q4,Austria
478047,,15.273019,48.54437,R,R,Austria
478048,,15.335392,48.551703,R,R,Austria
478049,,15.335392,48.551703,R,R,Austria
478050,,15.335392,48.551703,Q,Qa,Austria
478051,,15.126751,48.575505,R,R,Austria
478052,,15.126751,48.575505,R,R,Austria
478053,,15.126751,48.575505,Q,Q4,Austria
478054,,15.014962,48.566276,Q,Q4,Austria
478055,,15.136649,48.591872,P,P2,Austria
478056,,15.284608,48.536342,P,P2,Austria
478057,,15.273019,48.54437,Q,Q2,Austria
478060,,15.273019,48.54437,Q,Q2,Austria
478061,,15.273019,48.54437,T,T,Austria
478062,,15.014962,48.566276,Q,Q2,Austria
478063,,14.942687,48.533929,Q,Q4,Austria
478064,,14.942687,48.533929,Q,Q2,Austria
478065,,14.942687,48.533929,Q,Qa,Austria
478066,,14.930864,48.535462,Q,Q2,Austria
478067,,14.930864,48.535462,R,R,Austria
478068,,14.916744,48.431965,Q,Q2,Austria
478069,,14.870515,48.516389,Q,Q2,Austria
478070,,14.870515,48.516389,Q,Q2,Austria
478071,,14.870515,48.516389,Q,Q4,Austria
478072,,14.870515,48.516389,Q,Q4,Austria
478073,,15.216923,48.542191,Q,Q2,Austria
478074,,15.151486,48.536597,~,~,Austria
478075,,14.930864,48.535462,Q,Q2,Austria
478076,,15.273019,48.54437,Q,Qa,Austria
478077,,15.273019,48.54437,Q,Qa,Austria
478078,,14.942687,48.533929,R,R,Austria
478079,,14.942687,48.533929,R,R3,Austria
478080,,14.942687,48.533929,Q,Q4,Austria
478081,,14.930864,48.535462,R,R,Austria
478082,,14.870515,48.516389,R,R,Austria
478083,,14.870515,48.516389,R,R,Austria
478084,,14.870515,48.516389,Q,Q4,Austria
478085,,14.870515,48.516389,R,R,Austria
478086,,14.993029,48.470891,Q,Q4,Austria
478087,,14.870515,48.516389,Q,Qa,Austria
478088,,15.284608,48.536342,R,R3,Austria
478089,,15.284608,48.536342,R,R,Austria
478090,,15.284608,48.536342,R,R,Austria
478091,,15.284608,48.536342,R,R,Austria
478092,,15.284608,48.536342,Q,Q4,Austria
478093,,15.284608,48.536342,R,R3,Austria
478094,,15.273019,48.54437,R,R,Austria
478095,,15.335392,48.551703,R,R3,Austria
478096,,15.136649,48.591872,R,R,Austria
478097,,15.136649,48.591872,R,R,Austria
478098,,14.976348,48.735052,R,R3,Austria
478099,,14.993029,48.470891,R,R,Austria
478100,,15.284608,48.536342,R,R,Austria
478101,,15.284608,48.536342,R,R3,Austria
478102,,15.284608,48.536342,Q,Q4,Austria
478103,,15.284608,48.536342,Q,Q2,Austria
478104,,15.284608,48.536342,Q,Q2,Austria
478105,,15.014962,48.566276,R,R5,Austria
478106,,15.014962,48.566276,R,R,Austria
478107,,15.335392,48.551703,Q,Qa,Austria
478108,,15.335392,48.551703,R,R3,Austria
478109,,15.335392,48.551703,R,R,Austria
478110,,15.335392,48.551703,R,R,Austria
478111,,15.335392,48.551703,Q,Qa,Austria
478112,,15.335392,48.551703,R,R,Austria
478113,,15.335392,48.551703,R,R,Austria
478114,,15.335392,48.551703,~,~,Austria
478115,,15.443872,48.517756,R,R,Austria
478116,,15.443872,48.517756,Q,Qa,Austria
478117,,15.443872,48.517756,~,~,Austria
478118,,15.443872,48.517756,~,~,Austria
478119,,15.443872,48.517756,R,R3,Austria
478120,,15.443872,48.517756,R,R,Austria
478121,,14.942687,48.533929,Q,Qa,Austria
478122,,14.978948,48.488307,Q,Qa,Austria
478123,,14.996613,48.467009,Q,Q1,Austria
478124,,14.996769,48.482155,Q,Qa,Austria
478125,,14.946076,48.487796,Q,Qa,Austria
478126,,14.930864,48.535462,Q,Q1,Austria
478127,,14.870515,48.516389,Q,Q1,Austria
478128,,14.993029,48.470891,R,R,Austria
478129,,14.993029,48.470891,Q,Q1,Austria
478130,,14.930864,48.535462,R,R,Austria
478131,,14.993029,48.470891,Q,Qa,Austria
478134,,14.993029,48.470891,Q,Qa,Austria
478135,,14.993029,48.470891,Q,Q2,Austria
478136,,14.993029,48.470891,Q,Q2,Austria
478137,,15.126751,48.575505,Q,Q2,Austria
478138,,14.993029,48.470891,Q,Q2,Austria
478139,,14.996613,48.467009,Q,Q2,Austria
478140,,14.996769,48.482155,Q,Q2,Austria
478141,,14.993029,48.470891,Q,Q2,Austria
478142,,14.996613,48.467009,Q,Qa,Austria
478143,,14.993029,48.470891,Q,Q4,Austria
478144,,14.978948,48.488307,Q,Q4,Austria
478145,,14.942687,48.533929,Q,Q2,Austria
478146,,14.930864,48.535462,Q,Q2,Austria
478147,,14.946076,48.487796,Q,Q4,Austria
478148,,15.443872,48.517756,R,R3,Austria
478149,,15.021958,48.478712,R,R1,Austria
478150,,14.996769,48.482155,Q,Q2,Austria
478151,,14.946076,48.487796,Q,Q2,Austria
478152,,14.978948,48.488307,R,R,Austria
478153,,14.978948,48.488307,S,S4,Austria
478154,,14.978948,48.488307,Q,Q4,Austria
478155,,14.930864,48.535462,Q,Qa,Austria
478156,,14.930864,48.535462,R,R,Austria
478157,,14.930864,48.535462,S,S4,Austria
478158,,15.443872,48.517756,R,R5,Austria
478159,,15.216923,48.542191,R,R3,Austria
478160,,15.273019,48.54437,R,R5,Austria
478161,,15.335392,48.551703,R,R5,Austria
478162,,15.335392,48.551703,R,R3,Austria
478163,,15.335392,48.551703,R,R5,Austria
478164,,15.335392,48.551703,R,R5,Austria
478165,,15.284608,48.536342,R,R5,Austria
478166,,15.284608,48.536342,R,R5,Austria
478167,,15.284608,48.536342,R,R3,Austria
478168,,15.284608,48.536342,R,R3,Austria
478169,,15.284608,48.536342,R,R3,Austria
478170,,15.284608,48.536342,R,R5,Austria
478171,,15.284608,48.536342,R,R5,Austria
478172,,15.273019,48.54437,R,R5,Austria
478173,,15.273019,48.54437,P,P2,Austria
478174,,15.335392,48.551703,R,R3,Austria
478175,,15.335392,48.551703,R,R,Austria
478176,,15.126751,48.575505,R,R3,Austria
478177,,14.976348,48.735052,R,R5,Austria
478178,,15.273019,48.54437,R,R3,Austria
478179,,15.126751,48.575505,R,R5,Austria
478180,,15.273019,48.54437,R,R,Austria
478181,,15.335392,48.551703,R,R3,Austria
478182,,15.273019,48.54437,R,R3,Austria
478183,,15.273019,48.54437,R,R,Austria
478184,,15.430641,48.535428,Q,Qb,Austria
478185,,15.136649,48.591872,R,R,Austria
478186,,15.014962,48.566276,R,R3,Austria
478187,,15.284608,48.536342,R,R3,Austria
478188,,15.273019,48.54437,R,R3,Austria
478189,,15.273019,48.54437,R,R3,Austria
478190,,15.126751,48.575505,R,R,Austria
478191,,15.126751,48.575505,R,R3,Austria
478192,,15.014962,48.566276,R,R3,Austria
478193,,14.946076,48.487796,R,R3,Austria
478194,,15.443872,48.517756,Q,Q5,Austria
478195,,15.430641,48.535428,Q,Q5,Austria
478196,,15.430641,48.535428,Q,Q5,Austria
478197,,14.993029,48.470891,R,R,Austria
478198,,14.903051,48.511844,R,R3,Austria
478199,,14.903051,48.511844,~,~,Austria
478200,,14.930864,48.535462,S,Sb,Austria
478201,1993,13.8433,47.87266,~,~,Austria
478202,1993,13.83624,47.87339,~,~,Austria
478203,1993,13.83433,47.87277,R,R4,Austria
478204,1993,13.83356,47.88045,R,R4,Austria
478205,1993,13.83657,47.87347,S,S2,Austria
478206,1993,13.83683,47.8734,R,R4,Austria
478207,1993,13.83497,47.87296,S,Sb,Austria
478208,1993,13.83355,47.8726,R,R4,Austria
478209,1993,13.83642,47.87275,R,R4,Austria
478210,1993,13.84333,47.87887,U,U,Austria
478211,1993,13.84277,47.87498,R,R,Austria
478212,1993,13.82122,47.8755,R,R,Austria
478213,1993,13.83148,47.86996,R,R4,Austria
478214,1993,13.83926,47.86821,R,R4,Austria
478215,1993,13.82292,47.86582,R,R1,Austria
478216,1993,13.81737,47.87227,~,~,Austria
478217,1993,13.81709,47.87153,R,R,Austria
478218,1993,13.81873,47.8729,R,R,Austria
478219,1993,13.83148,47.86996,R,R4,Austria
478220,1993,13.82592,47.86119,R,R1,Austria
478221,1993,13.8367,47.87004,R,R4,Austria
478222,1993,13.83638,47.87243,R,R,Austria
478223,1993,13.83516,47.87226,R,R1,Austria
478224,1993,13.83719,47.87266,R,R,Austria
478225,1993,13.83581,47.87066,R,R,Austria
478226,1993,13.83763,47.8708,R,R1,Austria
478227,1993,13.83183,47.86976,R,R4,Austria
478228,1993,13.84324,47.87532,R,R4,Austria
478229,1993,13.83616,47.87686,R,R,Austria
478416,1998,13.00738,47.05688,R,R4,Austria
478417,1998,13.00738,47.05688,R,R4,Austria
478418,1998,13.00518,47.05557,R,R4,Austria
478419,1998,13.00518,47.05557,R,R,Austria
478420,1998,13.0024,47.05345,R,R4,Austria
478421,1998,13.00406,47.05473,S,S2,Austria
478422,1998,13.00518,47.05557,R,R,Austria
478423,1998,13.00416,47.05533,R,R4,Austria
478424,1998,13.00558,47.05584,S,S2,Austria
478425,1998,13.00651,47.05712,R,R,Austria
478426,1998,13.00738,47.05688,R,R4,Austria
478427,1998,13.00684,47.05663,S,S2,Austria
478428,1998,13.00427,47.05632,S,S2,Austria
478429,1998,13.00586,47.05595,R,R,Austria
478430,1998,13.00437,47.05584,R,R,Austria
478431,1998,13.00598,47.05611,R,R,Austria
478432,1998,13.00755,47.05687,R,R4,Austria
478433,1998,13.01401,47.05667,S,S2,Austria
478434,1998,13.00648,47.05643,R,R,Austria
478435,1998,13.00536,47.05605,R,R,Austria
478436,1998,13.00679,47.05659,R,R,Austria
478437,1998,13.00484,47.05533,R,R,Austria
478438,1998,13.00547,47.05624,R,R,Austria
478439,1998,13.00518,47.05557,R,R,Austria
478440,1998,13.00648,47.05643,R,R4,Austria
478441,1998,13.00558,47.05584,R,R4,Austria
478442,1979,10.04291,47.32203,R,R,Austria
478443,1979,10.03832,47.31617,R,R,Austria
478444,1979,10.04695,47.32381,R,R4,Austria
478445,1979,10.04981,47.32541,R,R4,Austria
478446,1979,10.04291,47.32203,U,U2,Austria
478456,1989,12.73511,47.09006,S,S2,Austria
478457,1989,12.7364,47.08966,S,S2,Austria
478458,1989,12.73492,47.08898,S,S2,Austria
478459,1989,12.73498,47.08954,S,S2,Austria
478460,1989,12.73601,47.09202,S,S2,Austria
478461,1989,12.73588,47.08976,S,S2,Austria
478462,1989,12.73815,47.08997,S,S2,Austria
478463,1989,12.73622,47.08946,S,S2,Austria
478464,1989,12.73622,47.08946,S,S2,Austria
478465,1989,12.73608,47.08923,S,S2,Austria
478466,1989,12.7364,47.08966,S,S2,Austria
478467,1989,12.73417,47.09127,R,R,Austria
478468,1989,12.73479,47.08765,R,R,Austria
478469,1989,12.73463,47.09253,S,S2,Austria
478470,1989,12.73511,47.09006,R,R4,Austria
478471,1989,12.73592,47.08901,S,S2,Austria
478472,1989,12.73554,47.0886,R,R,Austria
478473,1989,12.73556,47.0893,R,R,Austria
478474,1989,12.7352,47.08867,R,R,Austria
478475,1989,12.7352,47.08867,R,R,Austria
478476,1989,12.7352,47.08867,S,S2,Austria
478477,1989,12.73569,47.08953,R,R,Austria
478478,1989,12.73556,47.0893,R,R,Austria
478479,1989,12.73497,47.08926,R,R4,Austria
478480,1989,12.73592,47.08901,R,R,Austria
478481,1989,12.73573,47.08878,R,R,Austria
478482,1989,12.73536,47.0906,R,R,Austria
478483,1989,12.73481,47.0885,R,R,Austria
478484,1989,12.73592,47.08901,R,R,Austria
478485,1989,12.73592,47.08901,R,R,Austria
478486,1989,12.73536,47.08839,R,R,Austria
478487,1989,12.73481,47.0885,R,R,Austria
478488,1989,12.73554,47.0886,R,R4,Austria
478489,1989,12.73485,47.08876,R,R,Austria
478490,1989,12.73481,47.08827,R,R,Austria
478491,1989,12.73554,47.0886,R,R,Austria
478492,1989,12.73622,47.08946,R,R4,Austria
478493,1989,12.73481,47.0885,R,R,Austria
478494,1989,12.73481,47.0885,R,R4,Austria
478495,1989,12.73481,47.08827,R,R4,Austria
478496,1989,12.73485,47.08876,R,R,Austria
478497,1989,12.73485,47.08876,R,R4,Austria
478498,1989,12.73492,47.08898,R,R4,Austria
478499,1989,12.73492,47.08898,R,R4,Austria
478500,1989,12.73477,47.08808,R,R,Austria
478501,1989,12.73479,47.08765,R,R,Austria
478502,1989,12.73451,47.08698,R,R,Austria
478503,1989,12.73477,47.08808,R,R,Austria
478504,1989,12.7347,47.08714,R,R,Austria
478505,1989,12.73451,47.08698,R,R,Austria
478506,1989,12.73471,47.08731,R,R,Austria
478507,1989,12.73448,47.08686,R,R,Austria
478508,1989,12.73448,47.08686,R,R,Austria
478509,1989,12.73477,47.08808,R,R,Austria
478510,1989,12.73479,47.08765,R,R,Austria
478511,1989,12.73477,47.08808,R,R,Austria
478512,1989,12.73479,47.08765,R,R,Austria
478513,1989,12.73477,47.08808,R,R,Austria
478514,1989,12.73482,47.08746,R,R,Austria
478515,1989,12.73481,47.0885,R,R,Austria
478516,1989,12.7348,47.08787,R,R4,Austria
478517,1989,12.73448,47.08686,S,S2,Austria
478518,1989,12.73448,47.08686,S,S2,Austria
478519,1989,12.73479,47.08765,S,S2,Austria
478520,,13.26141,47.55065,S,S2,Austria
478521,,13.2489,47.55535,S,S2,Austria
478522,,13.27076,47.53268,S,S2,Austria
478523,,13.2712,47.54625,S,S2,Austria
478524,,13.25854,47.54478,S,S2,Austria
478525,,13.25249,47.55148,R,R4,Austria
478526,,13.25249,47.55148,R,R4,Austria
478527,,13.2608,47.54409,S,S2,Austria
478528,,13.27076,47.53268,R,R,Austria
478529,,13.26043,47.52613,R,R4,Austria
478530,,13.25854,47.54478,S,S2,Austria
478531,,13.26447,47.53502,R,R4,Austria
478532,,13.26933,47.54945,S,S2,Austria
478533,,13.26503,47.52905,S,S2,Austria
478534,,13.22317,47.54195,S,S2,Austria
478535,,13.29626,47.51447,R,R4,Austria
478536,,13.28408,47.52011,S,S2,Austria
478537,,13.28586,47.51503,R,R,Austria
478538,,13.26413,47.52395,R,R,Austria
478539,,13.28726,47.51792,R,R,Austria
478540,,13.26285,47.52661,R,R,Austria
478541,,13.25863,47.54675,R,R4,Austria
478542,,13.25863,47.54675,R,R4,Austria
478627,1958,11.04637,46.83358,R,R,Austria
478628,1958,11.04637,46.83358,R,R4,Austria
478629,1958,11.04637,46.83358,~,~,Austria
478630,1958,11.04637,46.83358,R,R4,Austria
478631,1958,11.04637,46.83358,R,R4,Austria
478632,1958,11.04637,46.83358,R,R,Austria
478633,1958,11.04637,46.83358,R,R4,Austria
478634,1958,11.04637,46.83358,R,R4,Austria
478635,1958,11.04637,46.83358,S,S2,Austria
478636,1958,11.04637,46.83358,R,R4,Austria
478637,1958,11.04637,46.83358,R,R4,Austria
478638,1958,11.04637,46.83358,R,R4,Austria
478639,1958,11.04637,46.83358,R,R4,Austria
478640,1958,11.04637,46.83358,R,R,Austria
478641,1958,11.04637,46.83358,R,R,Austria
478642,1958,11.04637,46.83358,R,R4,Austria
478643,1958,11.04637,46.83358,~,~,Austria
478644,1958,11.04637,46.83358,R,R4,Austria
478645,1958,11.04637,46.83358,R,R4,Austria
478646,1958,11.04637,46.83358,R,R4,Austria
478647,1958,11.04637,46.83358,R,R4,Austria
478648,1958,11.04637,46.83358,R,R4,Austria
478649,1958,11.04637,46.83358,S,S2,Austria
478650,1958,11.04637,46.83358,S,S2,Austria
478651,1958,11.04637,46.83358,P,P2,Austria
478652,1958,11.04637,46.83358,P,P2,Austria
478653,1958,11.04637,46.83358,R,R,Austria
478654,1958,11.04637,46.83358,R,R,Austria
478655,1958,11.04637,46.83358,S,S2,Austria
478656,1958,11.04637,46.83358,~,~,Austria
478657,1958,11.04637,46.83358,R,R,Austria
478658,1958,11.04637,46.83358,R,R,Austria
478659,1958,11.04637,46.83358,R,R,Austria
478660,1958,11.04637,46.83358,S,S2,Austria
478661,1958,11.04637,46.83358,S,S2,Austria
478662,1958,11.04637,46.83358,R,R,Austria
478663,1958,11.04637,46.83358,R,R4,Austria
478664,1958,11.04637,46.83358,~,~,Austria
478665,1958,11.04637,46.83358,R,R,Austria
478666,1958,11.04637,46.83358,~,~,Austria
478667,1958,11.04637,46.83358,R,R4,Austria
478668,1958,11.04637,46.83358,~,~,Austria
478669,1958,11.04637,46.83358,R,R4,Austria
478670,1958,11.04637,46.83358,R,R2,Austria
478671,1958,11.04637,46.83358,R,R,Austria
478672,1958,11.04637,46.83358,P,P2,Austria
478673,1958,11.04637,46.83358,R,R,Austria
478674,1958,11.04637,46.83358,~,~,Austria
478675,1958,11.04637,46.83358,R,R,Austria
478676,1958,11.04637,46.83358,~,~,Austria
478677,1958,11.04637,46.83358,R,R,Austria
478678,1958,11.04637,46.83358,R,R,Austria
478679,1958,11.04637,46.83358,S,S2,Austria
478680,1958,11.04637,46.83358,R,R4,Austria
478681,1958,11.04637,46.83358,R,R4,Austria
478682,1958,11.04637,46.83358,R,R,Austria
478683,1958,11.04637,46.83358,Q,Qb,Austria
478684,1958,11.04637,46.83358,P,P2,Austria
478685,1958,11.04637,46.83358,S,S2,Austria
478686,1958,11.04637,46.83358,R,R,Austria
478687,1958,11.04637,46.83358,R,R,Austria
478688,1978,12.83619,47.0726,R,R4,Austria
478689,1978,12.83619,47.0726,R,R4,Austria
478690,1978,12.83685,47.07624,R,R4,Austria
478691,1978,12.83377,47.07182,R,R4,Austria
478692,1978,12.83538,47.07298,R,R4,Austria
478693,1978,12.83502,47.07363,R,R4,Austria
478694,1978,12.83507,47.07256,R,R4,Austria
478695,1978,12.83597,47.07728,R,R4,Austria
478696,1978,12.83662,47.07491,R,R4,Austria
478697,1978,12.83469,47.07313,R,R4,Austria
478698,1978,12.83621,47.07648,R,R4,Austria
478699,1978,12.83619,47.0726,R,R4,Austria
478700,1978,12.83641,47.07963,R,R4,Austria
478701,1978,12.83402,47.08057,R,R4,Austria
478702,1978,12.83698,47.07612,S,S2,Austria
478703,1978,12.83693,47.07474,R,R,Austria
478704,1978,12.83621,47.07705,R,R4,Austria
478705,1978,12.83619,47.0726,R,R4,Austria
478706,1978,12.83751,47.07421,R,R4,Austria
478707,1978,12.83643,47.07416,R,R4,Austria
478708,1978,12.83606,47.08171,R,R4,Austria
478709,1978,12.83424,47.08016,R,R4,Austria
478710,1978,12.83673,47.07352,S,S2,Austria
478711,1978,12.83697,47.07438,S,S2,Austria
478712,1978,12.83743,47.07534,R,R,Austria
478713,1978,12.83732,47.07554,S,S2,Austria
478714,1978,12.83601,47.08133,R,R,Austria
478715,1978,12.83577,47.08162,R,R,Austria
478716,1978,12.8359,47.0816,R,R,Austria
478717,1978,12.83605,47.07807,S,Sb,Austria
478718,1978,12.83627,47.07907,R,R4,Austria
478719,1978,12.8359,47.07905,R,R4,Austria
478720,1978,12.83595,47.0793,R,R,Austria
478721,1978,12.83603,47.08118,R,R,Austria
478722,1978,12.83536,47.08092,R,R,Austria
478723,1978,12.8342,47.08052,R,R,Austria
478724,1978,12.83568,47.0803,R,R,Austria
478725,1978,12.83418,47.08047,S,S2,Austria
478726,1978,12.83532,47.08105,R,R,Austria
478727,1978,12.83522,47.08107,R,R4,Austria
